BRAND;ADDRESS;RATING;UAB;UABWEEK;UABMON;UABTUE;UABWED;UABTHU;UABFRI;UABSAT;UABSUN;PARKLOT;OPENTIME;OPEN6AM;OPEN7AM;OPEN8AM;OPENAFTER8;REVIEWS;AVGTIME;WORK_24HRS;SUNDAYS;WORSTREVIEWS;lat;long;DISTCENT;Open_hour_Mo;Open_hour_Di;Open_hour_Mi;Open_hour_Do;Open_hour_Fr;Open_hour_Sa;Open_hour_So;COMCENTER;NUM_COMMENTS;NEG_COMMENTPRICE;NEG_COMMENTFOOD;NEGPOS_RATIO;POSNEG_RATIO;NEG_REVIEWS;POS_REVIEWS;perc_BH
EDEKA Annenstraﬂe;Annenstraﬂe 4 A, 10179 Berlin;3.6;15;6;0;2;1;3;0;9;0;0;2;0;1;0;0;951;20;0;0;113;52.5077117;13.4150472;2.703578898;17;17;19;19;19;16.5;0;0;29;19;5;0.341030195;2.932291667;192;563;0.14
Norma;Anton-Saefkow-Platz 8, 10369 Berlin;3.8;10;8;1;4;1;2;0;2;0;1;2;0;1;0;0;421;20;0;0;29;52.5284716;13.4715872;6.502275515;14;14;14;14;14;14;0;1;1;1;0;0.221014493;4.524590164;61;276;0.12
REWE Markt;Badstraﬂe 57-58, 13357 Berlin;3.8;15;8;2;3;0;3;0;7;0;0;2;0;1;0;0;695;15;0;0;61;52.5514448;13.3827182;3.929779753;17;17;19;19;19;16.5;0;0;35;31;4;0.21888412;4.568627451;102;466;0.14
Tariq Food;Badstraﬂe 55, 13357 Berlin;4.1;3;0;0;0;0;0;0;3;0;0;4;0;0;0;1;594;20;0;0;41;52.5518138;13.3820254;3.966968383;11;11;11;11;11;11;0;0;27;2;1;0.137044968;7.296875;64;467;0.05
REWE Markt;Bahnhofstraﬂe 23-25, 12555 Berlin;4.1;21;20;2;7;4;7;0;1;0;1;1;1;0;0;0;651;15;0;0;39;52.4578486;13.5790176;15.11710836;16;16;16;16;16;16;0;1;16;1;0;0.13253012;7.545454545;66;498;0.22
EDEKA Gayermann;Barnetstraﬂe 41-42, 12305 Berlin;4.3;33;26;0;7;6;8;5;7;0;1;2;0;1;0;0;1529;20;0;0;53;52.3982977;13.3909775;13.16400064;15;15;15;15;15;15;0;0;42;2;1;0.075978511;13.16161616;99;1303;0.37
EDEKA Baumschulenstraﬂe;Baumschulenstraﬂe 31, 12437 Berlin;3.9;22;16;2;5;2;7;0;6;0;1;2;0;1;0;0;1478;20;0;0;148;52.4641585;13.4855967;9.334940465;17;17;17;17;17;16.5;0;0;107;58;8;0.224154589;4.461206897;232;1035;0.22
REWE Markt;Bayernring 15, 12101 Berlin;3.8;24;17;4;3;4;6;0;7;0;0;1;1;0;0;0;707;15;0;0;59;52.4836891;13.3775084;3.627470013;18;18;20;20;20;17.5;0;0;18;16;2;0.21656051;4.617647059;102;471;0.21
EDEKA Herrmann;Bekassinenweg 24, 13503 Berlin;4.3;11;8;1;3;0;4;0;3;0;1;2;0;1;0;0;263;15;0;0;10;52.6082961;13.2354047;14.05923061;13;13;13;13;13;13;0;0;8;0;0;0.085308057;11.72222222;18;211;0.14
EDEKA Berkaer Straﬂe;Berkaer Str. 1, 14199 Berlin;4.1;12;9;0;1;0;8;0;3;0;1;2;0;1;0;0;338;20;0;0;6;52.4759315;13.2901705;7.440612283;13.5;13.5;13.5;13.5;13.5;13.5;0;0;4;0;0;0.082304527;12.15;20;243;0.15
EDEKA Erler;Berlepschstraﬂe 74, 14165 Berlin;4.2;25;21;0;7;7;7;0;4;0;1;2;0;1;0;0;470;15;0;0;19;52.4263659;13.2441303;13.49875145;13;13;13;13;13;13;0;0;19;2;0;0.08847185;11.3030303;33;373;0.32
EDEKA Peth;Berliner Allee 100, 13088 Berlin;3.3;14;11;4;2;3;2;0;3;0;0;2;0;1;0;0;397;15;0;0;77;52.5498108;13.4588194;6.641363803;13;13;13;13;13;13;0;0;63;51;10;0.54950495;1.81981982;111;202;0.18
EDEKA Safa;Berliner Str. 96, 13507 Berlin;3.9;18;15;0;8;0;7;0;3;0;1;2;0;1;0;0;772;20;0;0;63;52.5890186;13.284601;10.26090235;15;15;15;15;15;15;0;0;43;21;3;0.197416974;5.065420561;107;542;0.2
EDEKA Busse;Bernauer Str. 44-53, 16341 Panketal;4.3;8;4;0;0;0;4;0;4;0;1;2;0;1;0;0;757;20;0;0;25;52.6559496;13.5465122;19.2901063;13;13;13;13;13;13;0;0;7;0;0;0.066153846;15.11627907;43;650;0.1
REWE Markt;Bernhard-B‰stlein-Straﬂe 1, 10367 Berlin;4.1;33;25;6;8;2;8;1;8;0;1;2;0;1;0;0;1317;20;0;0;97;52.5274866;13.4812289;7.122285397;15;15;15;15;15;15;0;0;82;8;0;0.143422354;6.972413793;145;1011;0.37
NP-Markt Berlin;Bernhard-B‰stlein-Straﬂe 5, 10367 Berlin;3.6;10;8;0;4;1;3;0;2;0;1;2;0;1;0;0;367;15;0;0;46;52.5282249;13.4814175;7.149639144;15;15;15;15;15;15;0;0;12;9;3;0.372727273;2.682926829;82;220;0.11
REWE Markt;Bismarckstraﬂe 68-69, 12157 Berlin;4.1;19;10;1;3;2;4;0;9;0;1;1;1;0;0;0;504;15;0;0;19;52.4619099;13.3396238;6.579372137;16;16;16;16;16;16;0;0;13;1;0;0.111688312;8.953488372;43;385;0.2
REWE Markt;Bismarckstraﬂe 91, 10625 Berlin;4;35;30;3;10;8;9;0;5;0;1;1;1;0;0;0;869;15;0;0;51;52.5114941;13.3096247;4.642678758;18;18;20;20;20;17.5;0;0;47;7;0;0.128482972;7.78313253;83;646;0.31
EDEKA Hannemann;Bizetstraﬂe 25-27, 13088 Berlin;3.7;25;16;2;4;4;6;0;9;0;1;2;0;1;0;0;950;20;0;0;97;52.5475808;13.4515826;6.097032298;15;15;15;15;15;15;0;1;83;74;9;0.287804878;3.474576271;177;615;0.28
EDEKA Center Niemann;Blankenburger Str. 81, 13156 Berlin;4.2;8;3;0;0;0;3;0;5;0;1;2;0;1;0;0;1685;25;0;0;101;52.5847987;13.4167152;8.072154357;15;15;15;15;15;15;0;0;93;9;3;0.097631012;10.24264706;136;1393;0.09
EDEKA Voigt;Bˆlschestraﬂe 36, 12587 Berlin;4;7;3;0;1;0;2;0;4;0;1;2;0;1;0;0;1349;20;0;0;108;52.451493;13.6251167;18.25716833;17;17;19;19;19;16.5;0;0;75;12;2;0.157380254;6.354037267;161;1023;0.07
REWE Markt;Breisgauer Str. 1, 14129 Berlin;3.9;20;17;3;4;3;5;2;3;0;1;1;1;0;0;0;640;25;0;0;66;52.4394952;13.2157656;13.91417235;16;16;16;16;16;16;0;0;33;12;0;0.211328976;4.731958763;97;459;0.21
ALDI Nord;Breisgauer Str. 1b, 14129 Berlin;4.1;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;265;10;0;0;17;52.4396633;13.2169211;13.84088055;0;0;0;0;0;0;0;0;2;0;0;0.100961538;9.904761905;21;208;0.01
Nah und Gut Voelker;Breisgauer Str. 20, 14129 Berlin;4.5;5;2;0;0;0;2;0;3;0;1;3;0;0;1;0;237;15;0;0;6;52.4366247;13.2159056;14.10560564;12;12;12;12;12;10;0;0;2;0;0;0.04784689;20.9;10;209;0.07
EDEKA Brieger Straﬂe;Brieger Str. 1, 12249 Berlin;3.6;13;8;1;4;0;3;0;5;0;1;2;0;1;0;0;336;15;0;0;41;52.4332704;13.3598053;9.319391865;14;14;14;14;14;14;0;0;40;35;5;0.36318408;2.753424658;73;201;0.16
EDEKA Berlin Britzer Damm;Britzer Damm 55-59, 12347 Berlin;3.9;22;14;2;5;0;7;0;8;0;1;2;0;1;0;0;696;20;0;0;62;52.4574405;13.437357;7.697181363;15;15;15;15;15;15;0;0;32;14;3;0.196819085;5.080808081;99;503;0.24
REWE Markt;Brodowiner Ring 8, 12679 Berlin;4.1;26;17;3;4;3;4;3;9;0;1;2;0;1;0;0;740;20;0;0;52;52.5502474;13.5782789;14.0987439;15;15;15;15;15;15;0;0;33;3;1;0.148861646;6.717647059;85;571;0.29
Turkish Supermarket;Brunnenstraﬂe 116, 13355 Berlin;2.7;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;9;10;0;0;5;52.5416111;13.393043;3.005621131;0;0;0;0;0;0;0;0;2;2;0;1.25;0.8;5;4;0.01
REWE Markt;Bruno-Taut-Straﬂe 1, 12524 Berlin;4.1;26;22;3;6;4;6;3;4;0;1;1;1;0;0;0;691;15;0;0;32;52.4124711;13.5716441;17.50823961;16;16;16;16;16;16;0;1;7;0;0;0.097744361;10.23076923;52;532;0.27
EDEKA Brunsb¸tteler Damm;Brunsb¸tteler Damm 196, 13581 Berlin;4.1;5;0;0;0;0;0;0;5;0;1;2;0;1;0;0;892;20;0;0;26;52.5337678;13.1676624;14.35844246;15;15;15;15;15;15;0;0;20;2;0;0.104885057;9.534246575;73;696;0.06
